name,price,OCrate,neighbor,property_type,bed,bath
 UWS BEAUTIFUL 3 BED COZY DUPLEX STEPS TO COLUMBIA ,$201/night, 91%  ,Manhattanville ,Apartment,3,2
 Townhouse private 1 1/2 bedroom garden apartment ,$215/night, 45%  ,Harlem ,Apartment,2,1
 NYC Private 1BR Apartment - 116th Street ,$97/night, 94%  ,Carnegie Hill ,Apartment,1,1
 ❤️Private Suite for Friends Getaway Close to NYC ,$83/night, 76%  ,Rego Park ,Apartment,2,1
 Furnished and Finished Basement Entire Place SAFE ,$64/night, 98%  ,Eastchester ,Apartment,2,1
 Stylish Pre-war ,$120/night, 97%  ,Clinton Hill ,Apartment,1,1
 Staten Island Home with a View ,$96/night, 76%  ,Grymes Hill ,Apartment,3,1
 Beautiful Crown Heights Studio apartment ,$85/night, 45%  ,Brownsville ,Apartment,1,1
 Renovated Brooklyn Apt Only 35m to Manhattan! ,$104/night, 56%  ,Glendale ,Apartment,3,1
 Private Apt 2BR/1Bath/Kitchen/Parking in OUR HOME ,$144/night, 56%  ,Port Morris ,Townhouse,5,1
 Charming and Spacious BK Loft 15 mins to Manhattan ,$191/night, 63%  ,Bushwick ,Loft,2,1
 ❤️ BEST LOCATION ❤️ 1 Bedroom Apartment  2 beds ❤️ ,$183/night, 87%  ,NoHo ,Apartment,2,1
 3BR/2.5BTH Modern Brownstone Duplex w Terrace ,$214/night, 58%  ,Bedford Stuyvesant ,Townhouse,5,2.5
 Entire Private Garden Floor of Brownstone ,$130/night, 47%  ,Bushwick ,Apartment,1,1
 Mid-century modern garden oasis ,$159/night, 65%  ,Wingate ,Guest suite,1,1
 The converted one bedroom turned into a suite. ,$111/night, 66%  ,Manhattanville ,Apartment,2,1
 1BR trendy Bushwick apt & minutes from Manhattan! ,$99/night, 67%  ,Bushwick ,Apartment,2,1
 Lux Modern Spacious 1 Bed + Washer/Dryer ,$236/night, 73%  ,Carnegie Hill ,Apartment,1,1
 Massive Full floor FiDi Loft 2K Sqf 3Bed 2.5Bath ,$340/night, 83%  ,Financial District ,Loft,4,2.5
 Jay's Studio Apartment ,$67/night, 67%  ,Pelham Gardens ,House,1,1
 Bright & Bohemian UES 1 BR - Whole Apt! ,$160/night, 96%  ,Sutton Place ,Apartment,1,1
 Best Gramercy one bedroom apartment ,$178/night, 55%  ,NoHo ,Apartment,1,1
 ★Large 3-Room Garden Home near Subway★Discount★ ,$187/night, 94%  ,Bushwick ,Townhouse,3,1
 Spacious Apartment in the center of Park Slope ,$164/night, 48%  ,Park Slope ,Townhouse,1,1
 Sonder | 21 Chelsea | Sunny 1BR + Rooftop ,$230/night, 71%  ,Gramercy ,Apartment,1,1
 Large & Luxury Two Bedrooms Apartment on 34th St ,$165/night, 73%  ,Midtown ,Serviced apartment,2,1
 Super clean! 2 Bedrooms in Bensonhurst -Sleeps 8 ,$123/night, 66%  ,Bath Beach ,Apartment,5,1
 Great Large 1 BR apt  in East Village! ,$225/night, 3%  ,East Village ,Apartment,3,1
 Queens Apartment ,$122/night, 25%  ,Ozone Park ,Apartment,2,1
 Renovated 1 Bedroom apt in Bensonhurst- Sleeps 4 ,$110/night, 62%  ,Bath Beach ,Apartment,3,1
 Modern Sunny 2-Bedroom in Bushwick ,$137/night, 45%  ,Bushwick ,Apartment,3,1
" Full apartment. 2br, 2bathroom in heart of Harlem ",$300/night, 48%  ,Manhattanville ,Apartment,2,2
 2BR Apartment in Manhattan - 8m from Times Square ,$275/night, 59%  ,Midtown ,Apartment,2,1
 Remarkable & big loft in Flatiron / Chelsea! ,$258/night, 23%  ,Flatiron District ,Loft,2,1.5
 Beautiful Apartment in Brooklyn Heights ,$181/night, 37%  ,Downtown ,Apartment,1,1
 Signature-Manhattan-Studio ,$141/night, 64%  ,NoHo ,Apartment,1,1
 Private 2 Bd Guest House. Great for Quiet Getaway ,$141/night, 32%  ,Rego Park ,House,2,1
 Upper West Side Apartment ,$117/night, 72%  ,Harlem ,Apartment,1,1.5
 Spacious paradise all by urself DT Flushing Mainst ,$150/night, 58%  ,Flushing ,Apartment,2,1
 Fantastic 1-bedroom basement apt. ,$72/night, 82%  ,Bushwick ,Apartment,1,1
 **Studio Apartment 20 min. From MANHATTAN ** ,$85/night, 75%  ,Rego Park ,House,N/A,1
 Modern Stay with a Balcony View in the City ,$225/night, 48%  ,Port Morris ,Apartment,2,1
 TAO (The Ascending Oasis) ,$196/night, 16%  ,Flatlands ,Guest suite,4,1
 Remarkable & big loft in Flatiron / Chelsea! ,$258/night, 23%  ,Flatiron District ,Loft,2,1.5
 Beautiful Apartment in Brooklyn Heights ,$181/night, 37%  ,Downtown ,Apartment,1,1
 Signature-Manhattan-Studio ,$141/night, 64%  ,NoHo ,Apartment,1,1
 Private 2 Bd Guest House. Great for Quiet Getaway ,$141/night, 32%  ,Rego Park ,House,2,1
 Upper West Side Apartment ,$117/night, 72%  ,Harlem ,Apartment,1,1.5
 Spacious paradise all by urself DT Flushing Mainst ,$150/night, 58%  ,Flushing ,Apartment,2,1
 Fantastic 1-bedroom basement apt. ,$72/night, 82%  ,Bushwick ,Apartment,1,1
 **Studio Apartment 20 min. From MANHATTAN ** ,$85/night, 75%  ,Rego Park ,House,N/A,1
 Modern Stay with a Balcony View in the City ,$225/night, 48%  ,Port Morris ,Apartment,2,1
 TAO (The Ascending Oasis) ,$196/night, 16%  ,Flatlands ,Guest suite,4,1
 ONLY 4.3 MILES TO MANHATTAN ,$171/night, 8%  ,Maspeth ,House,2,1
" Spacious, Bright Harlem Treetop Duplex ",$296/night, 82%  ,Harlem ,Apartment,4,1.5
 Spectacular East Village Loft ,$274/night, 69%  ,East Village ,Loft,3,2
 Nice Bayside 1 bedroom Apartment ,$105/night, 13%  ,Bayside ,Apartment,2,1
 Brooklyn modern Apartment steps to the L train ;-) ,$121/night, 70%  ,Bushwick ,Apartment,2,1
" Stylish 1 bedroom, Upper East Side, E91st ",$185/night, 95%  ,Carnegie Hill ,Apartment,2,1
 Great two Bedroom Apartment - 20 mins from NYC. ,$139/night, 28%  ,Ridgewood ,Apartment,4,1
 Cozy 1 bedroom apartment in trendy Bushwick. ,$93/night, 81%  ,Bushwick ,Apartment,1,1
" The GEORGE at Lincoln Center: Duplex, UWS/Times Sq ",$383/night, 77%  ,Upper West Side ,Apartment,3,1
 Luxurious Hell’s Kitchen Famous Vibrant NYC! ,$285/night, 75%  ,Turtle Bay ,Condominium,1,1
 Nolita One Bedroom with View ,$90/night, 97%  ,NoHo ,Apartment,1,1
 Times Square  - JANUARY Special Price + Netflix ,$242/night, 62%  ,Turtle Bay ,Apartment,2,1
 Grand Suite in Historic Brownstone ,$76/night, 87%  ,Wingate ,Apartment,1,1
 Brooklyn Garden Studio ,$131/night, 66%  ,Blissville ,Guest suite,1,1
 4Js Home4You ,$130/night, 38%  ,Brownsville ,House,2,1
 1 bedroom apt. in the heart of Upper West Side ,$238/night, 66%  ,Carnegie Hill ,Apartment,3,1
" times sq 5 STAR quiet, stylish, safe, doorman bldg ",$199/night, 84%  ,Tudor City ,Apartment,1,1
 Charming two-bedroom suite in Rockaway Beach ,$145/night, 39%  ,Belle Harbor ,Guest suite,2,1
 Brand New Brooklyn Apartment ,$166/night, 53%  ,Bensonhurst ,Apartment,3,1
 Lovely 3 bedroom Townhouse in BK Historic District ,$232/night, 69%  ,Wingate ,Townhouse,3,1
 1 Bedroom off Columbus fit for a King ,$133/night, 49%  ,Carnegie Hill ,Condominium,1,1
 Grand 2 bed Apartment in Heart of Harlem ,$177/night, 35%  ,Port Morris ,Apartment,8,1
 Entire place in the heart of NYC. ,$420/night, 63%  ,Sutton Place ,Loft,5,2
 Chic Designer Home Guest Studio ,$74/night, 93%  ,Rego Park ,Townhouse,1,1
 Lovely 2 bedroom apartment with backyard access ,$147/night, 35%  ,Bedford Stuyvesant ,Guest suite,2,1
 Lovely 2 BDRS in Brooklyn ,$162/night, 42%  ,Park Slope ,Apartment,3,1
 Convenient Apartment in Washington Heights ,$88/night, 85%  ,Washington Heights ,Apartment,1,1
 Brand New 1 Bedroom w/Parking-25 Mins to Manhattan ,$125/night, 79%  ,Douglaston-Little Neck ,Apartment,1,1
 Historic Brooklyn Brownstone Apartment ,$128/night, 83%  ,Park Slope ,Apartment,3,1
 Stylish Studio Perfect Location-Empire State ,$254/night, 54%  ,Midtown ,Apartment,3,1
 Williamsburg Loft Hideaway ,$236/night, 35%  ,Fort Greene ,Apartment,1,1
 Two bedrooms apt. in Jamaica Estates ,$175/night, 42%  ,Jamaica Estates ,Apartment,5,1
 Pure luxury one bdrm + sofa bed on Central Park ,$215/night, 67%  ,Carnegie Hill ,Apartment,2,1
 Best of Bk 20min to Manhtn & 5min to Williamsburg ,$499/night, 3%  ,Sunnyside ,Apartment,4,1
 Sugar Hill Rest Stop  ,$162/night, 12%  ,Hamilton Heights ,Apartment,1,1
" Bay Ridge, Vista Place ",$194/night, 18%  ,Bay Ridge ,Apartment,3,1
 Lovely garden level apartment Brooklyn brownstone ,$263/night, 84%  ,Park Slope ,Apartment,2,1.5
 Studio Apartment in Queens ,$77/night, 75%  ,Springfield Gardens ,House,1,1
 Private top-floor in historic Brooklyn Brownstone ,$121/night, 61%  ,Bushwick ,Apartment,2,1
" Studio in our home Jamaica, Queens 17Min JFK ",$64/night, 77%  ,Jamaica ,Guest suite,1,1
 BRIGHT NYC MODERN APARTMENT ACROSS FROM PARK ,$320/night, 13%  ,High Bridge ,Apartment,1,1
 Light one bedroom apartment in Soho! ,$176/night, 97%  ,NoHo ,Apartment,2,1
 Cozy Home in the Heart of Harlem ,$140/night, 48%  ,Harlem ,Apartment,2,1
 Cozy Spacious Loft Convenient to City ,$168/night, 69%  ,East Elmhurst ,Apartment,2,1
 Upper west side  -Quaint studio ,$86/night, 67%  ,Carnegie Hill ,Apartment,1,1
" Charming Chelsea Bungalow w/
Large Outdoor Terrace ",$178/night, 85%  ,Clinton ,Apartment,1,1
 Sunny Large 1BR w/balcony ,$144/night, 65%  ,Bayside ,Apartment,2,1
 Gorgeous 3BR Home Bear JFK & only 25min to NYC ,$190/night, 25%  ,Laurelton ,House,4,1.5
 Beautiful 4 Bdrm Home - 25 min from Manhattan ,$206/night, 35%  ,Laurelton ,House,5,1.5
 Brooklyn Private Apartment ,$118/night, 20%  ,Borough Park ,Apartment,1,1
 Studio Apartment in historic Sugar Hill townhouse ,$79/night, 87%  ,Manhattanville ,Apartment,1,1
" Comfy, Beautiful Apt with Breakfast Included ",$109/night, 60%  ,Woodhaven ,Apartment,3,1
 Large Loft in Brooklyn  w/ Deck ,$125/night, 97%  ,Clinton Hill ,Apartment,N/A,1
 Bay Ridge Bklyn entire spacious Basement Apartment ,$151/night, 45%  ,Bay Ridge ,House,3,1
 Modern Gorgeous Private Apartment in Brownstone ,$126/night, 78%  ,Bushwick ,Apartment,2,1
 Charm & style galore in Boerum Hill 2BR duplex ,$282/night, 89%  ,Park Slope ,Apartment,2,2
 The Executive Suite ,$339/night, 56%  ,Midtown ,Serviced apartment,1,1
 The luxury East New York ,$111/night, 47%  ,Brownsville ,Apartment,3,1
" Modern 3Beds/2bedroom Apartment, 5min TIME SQUARE. ",$342/night, 71%  ,Turtle Bay ,Apartment,3,1
 *NYC Central Park* Entire Floor with Great Privacy ,$152/night, 47%  ,Carnegie Hill ,Apartment,2,1
 Perfect location two bedroom beautifully furnished ,$290/night, 72%  ,NoHo ,Apartment,2,1
 Entire Garden apartment in Brownstone ,$182/night, 95%  ,Park Slope ,Apartment,3,1
 Midtown Studio ,$177/night, 75%  ,Midtown ,Apartment,N/A,1
 Artistic Loft w Fireplace & Manhattan Skyline ,$222/night, 35%  ,Boerum Hill ,Loft,2,1
 4BR LES Gem Private Roof  w/ cozy fireplace ,$874/night, 33%  ,Lower East Side ,Apartment,5,2
 Beautiful 1 Bedroom apartment ,$81/night, 85%  ,Brownsville ,Apartment,2,1
 Beautiful brownstone for music lovers & creatives ,$250/night, 47%  ,Park Slope ,Apartment,2,1
 2 Bedroom with backyard and best location ,$275/night, 67%  ,Park Slope ,Apartment,4,1
 The Buchanan’s ,$128/night, 29%  ,Hollis ,Apartment,3,1
 White House NYC Getaway ,$151/night, 79%  ,Elm Park ,House,6,2.5
 Art Gallery apartment in a Queens’ Victorian house ,$161/night, 45%  ,Woodhaven ,Apartment,3,1
 ~Flatiron 2 Bedroom~Amazing Location~Sleeps 6~ ,$341/night, 58%  ,Sutton Place ,Apartment,2,1
" Beautiful, sunny, private apartment ",$125/night, 57%  ,Borough Park ,Apartment,3,1
 Cute designer NY luxe apartment ,$349/night, N/A%  ,Rego Park ,Apartment,1,1
 Comfortable Strivers Row Hideaway - Monthly Rental ,$102/night, 81%  ,Harlem ,Apartment,2,1
 Comfort Away from Home ,$116/night, 39%  ,Brownsville ,Apartment,4,1
 New- Downtown Brooklyn Apt- 10 min Manhattan ,$125/night, 50%  ,Park Slope ,Apartment,1,1
 huge 2 bedroom / 2 bathroom GREENPOINT  duplex ,$164/night, 100%  ,Blissville ,Apartment,2,2
" 99St Rockaway Beach getaway!
W/PARKING (for a fee) ",$94/night, 24%  ,Rockaway Beach ,Apartment,2,1
 Stylish and cozy flat in West Village with 3 beds ,$349/night, 33%  ,West Village ,Serviced apartment,3,1
 CUTE Studio in the heart of Chelsea ,$246/night, 65%  ,Gramercy ,Apartment,2,1
 Brooklyn Garden Apartment ,$145/night, 62%  ,Park Slope ,Apartment,1,1
 NYC HUB XL @ 900ft from subway; 30 min to Midtown ,$347/night, 75%  ,Hollis ,House,9,2
 Cozy Greenpoint Railroad Apartment ,$157/night, 57%  ,Blissville ,Apartment,2,1
 ✦Private 1 Bedroom Apartment In NYC Center✦ - 13A ,$147/night, 50%  ,Columbus Circle ,Apartment,1,1
 Beautiful Studio in Brooklyn ,$106/night, 67%  ,Bergen Beach ,House,1,1
 Cute & Comfy 1 Bed Apartment (Downtown NYC) ,$145/night, 94%  ,Chinatown ,Apartment,1,1
 ✰ SOHO Apartment ✰ Perfect Manhattan location ,$195/night, 60%  ,NoHo ,Apartment,2,1
 Central Park beauty ,$200/night, 100%  ,Carnegie Hill ,Apartment,2,1
 Best Brooklyn location - stylish and comfortable ,$119/night, 85%  ,Park Slope ,Guest suite,N/A,1
 CUTE Studio in the heart of Chelsea ,$246/night, 65%  ,Gramercy ,Apartment,2,1
 Brooklyn Garden Apartment ,$145/night, 62%  ,Park Slope ,Apartment,1,1
 NYC HUB XL @ 900ft from subway; 30 min to Midtown ,$347/night, 75%  ,Hollis ,House,9,2
 Cozy Greenpoint Railroad Apartment ,$157/night, 57%  ,Blissville ,Apartment,2,1
 ✦Private 1 Bedroom Apartment In NYC Center✦ - 13A ,$147/night, 50%  ,Columbus Circle ,Apartment,1,1
 Beautiful Studio in Brooklyn ,$106/night, 67%  ,Bergen Beach ,House,1,1
 Cute & Comfy 1 Bed Apartment (Downtown NYC) ,$145/night, 94%  ,Chinatown ,Apartment,1,1
 ✰ SOHO Apartment ✰ Perfect Manhattan location ,$195/night, 60%  ,NoHo ,Apartment,2,1
 Central Park beauty ,$200/night, 100%  ,Carnegie Hill ,Apartment,2,1
 Best Brooklyn location - stylish and comfortable ,$119/night, 85%  ,Park Slope ,Guest suite,N/A,1
" Staten Island Gem,  4 bedroom duplex in St. George ",$119/night, 66%  ,New Brighton ,Apartment,4,1
 Entire House For Rent In Brooklyn NY. ,$852/night, 10%  ,Homecrest ,House,7,1
 The Sweet Suite ,$102/night, 19%  ,Rosedale ,Apartment,2,1
 Urban Oasis ,$202/night, 60%  ,Jamaica ,Apartment,6,2
 Central Park Getaway ,$181/night, 94%  ,Upper West Side ,Apartment,1,1
 Roomy and Relaxing Brooklyn Apartment ,$116/night, 62%  ,Flatbush ,Apartment,2,1
" Industrial Chic, Owners Suite ",$96/night, 79%  ,Brownsville ,Apartment,1,1
 Private Suite with 2 beds and Kosher Kitchen- NYC ,$95/night, 48%  ,Midwood ,Guest suite,2,1
 Sunny apartment in historic tenement building ,$178/night, 72%  ,Lower East Side ,Apartment,N/A,1
 Brooklyn Serene Bedrooms ,$158/night, 81%  ,Park Slope ,Apartment,1,1
 Crown Heights Gem Easy Access to ALL ,$132/night, 56%  ,Wingate ,Apartment,2,1
 Renovated 3BR 2 Full Bath with Washer & Dryer ,$245/night, 33%  ,Wingate ,Apartment,3,2
 ❤️❤️Modern 2 level home with 1.5 bath  ⚓ BOOK NOW ,$252/night, 24%  ,Woodlawn ,House,6,1.5
 Cozy Studio Near ESB ,$145/night, 67%  ,Tudor City ,Apartment,2,1
 Historic NY Townhouse ***** Central Park Apartment ,$308/night, 96%  ,Carnegie Hill ,Apartment,2,1
 Cozy Studio  in   Rockaway Beach ,$125/night, 6%  ,Rockaway Beach ,Guest suite,2,1
 The BEST of SoBro ,$148/night, 28%  ,Port Morris ,Townhouse,2,1
 When modern renovation meets prewar details ,$314/night, 44%  ,Cobble Hill ,Apartment,2,1.5
 Beautiful Brown stone in Central Park West ,$165/night, 85%  ,Carnegie Hill ,Apartment,2,1
 Cozy Chelsea Downtown Studio w/ Private Backyard ,$221/night, 78%  ,Chelsea ,Apartment,1,1
 Sunny Prospect Park Studio ,$100/night, 100%  ,Prospect Park South ,Apartment,1,1
 Stunning Brand New Apartment 35m to NYC!!! ,$104/night, 23%  ,Glendale ,Apartment,1,2
" Renovated, Stylish Apt! Next to Prospect Park ",$103/night, 29%  ,Prospect Park South ,Apartment,1,1
" Beautiful Basement Apt in Fresh Meadows, Queens ",$70/night, 72%  ,Fresh Meadows ,House,2,1
 Elegant cozy studio in Soho ,$202/night, 54%  ,NoHo ,Apartment,N/A,1
 Luxury Manhattan Loft w Huge Private Back Yard ,$265/night, 69%  ,NoHo ,Loft,2,1
 Manhattan theater district ,$81/night, 80%  ,Midtown ,Apartment,1,1
 New MidCentury Modern Apt In The Heart Of Brooklyn ,$100/night, 54%  ,Flatbush ,Apartment,1,1
 Lefferts Gardens Enclave ,$102/night, 81%  ,Prospect Park South ,Apartment,1,1
" Luxury modern oasis, 1 stop from Manhattan ",$156/night, 33%  ,Blissville ,Apartment,1,1
 Your home away from home!! ,$109/night, 41%  ,Bedford Stuyvesant ,Apartment,2,1
 Upscale Living. Home Away from Home. ,$148/night, 45%  ,Laurelton ,House,3,2
 Large & Luxury One Bedroom Apartment on 34th St ,$168/night, 53%  ,Midtown ,Apartment,N/A,1
 Garden Loft Manhattan Apartment ,$227/night, 48%  ,Manhattanville ,Apartment,3,1.5
 Authentic NY Charming Artist Loft ,$105/night, 40%  ,Blissville ,Loft,2,1
 Beautiful Studio Suite! Upper East ,$100/night, 60%  ,Carnegie Hill ,Apartment,1,1
 Nice & Cozy manhattan apartment ,$159/night, 39%  ,Harlem ,Apartment,1,1
 Sunny Bedford Stuyvesant Townhouse ,$143/night, 80%  ,Bushwick ,Apartment,7,2
" Warm, cozy, private entrance with 2 Full bathrooms ",$95/night, 64%  ,St. Albans ,Guest suite,2,2
 Queens Apartment #1 ,$128/night, 69%  ,Maspeth ,Apartment,3,1
 1 Bedroom Apartment Near ESB ,$233/night, 61%  ,Midtown ,Apartment,3,1
" With PARKING, 5 min from LGA , Feel at home in NYC ",$190/night, 46%  ,La Guardia Airport ,Apartment,8,1
 Private modern studio suite with private bathroom ,$110/night, 47%  ,Bath Beach ,House,1,1
 Big and lovely apartment in Sunnyside NYC ,$205/night, 69%  ,Maspeth ,Apartment,3,2
" Beautiful&quiet, steps to Central Park w/priv deck ",$198/night, 78%  ,Central Park ,Apartment,2,1
 Convenient Apartment in Brooklyn Townhouse ,$140/night, 70%  ,Clinton Hill ,Apartment,2,1
 Cozy One bedrooom Suite Mins to JFK Airport ,$76/night, 18%  ,Cambria Heights ,Apartment,2,1
 QT STUDIO FOR ROMANTIC COUPLES ,$90/night, 100%  ,DUMBO ,Apartment,1,1
 Garden Oasis in Historic Hamilton Heights ,$170/night, 54%  ,Hamilton Heights ,Apartment,1,1
 Spacious retreat ,$120/night, 57%  ,Harlem ,Apartment,1,1
 1 Bedroom Apartment Near ESB ,$233/night, 61%  ,Midtown ,Apartment,3,1
" With PARKING, 5 min from LGA , Feel at home in NYC ",$190/night, 46%  ,La Guardia Airport ,Apartment,8,1
 Private modern studio suite with private bathroom ,$110/night, 47%  ,Bath Beach ,House,1,1
 Big and lovely apartment in Sunnyside NYC ,$205/night, 69%  ,Maspeth ,Apartment,3,2
" Beautiful&quiet, steps to Central Park w/priv deck ",$198/night, 78%  ,Central Park ,Apartment,2,1
 Convenient Apartment in Brooklyn Townhouse ,$140/night, 70%  ,Clinton Hill ,Apartment,2,1
 Cozy One bedrooom Suite Mins to JFK Airport ,$76/night, 18%  ,Cambria Heights ,Apartment,2,1
 QT STUDIO FOR ROMANTIC COUPLES ,$90/night, 100%  ,DUMBO ,Apartment,1,1
 Garden Oasis in Historic Hamilton Heights ,$170/night, 54%  ,Hamilton Heights ,Apartment,1,1
 Spacious retreat ,$120/night, 57%  ,Harlem ,Apartment,1,1
 Home away from home ,$122/night, 94%  ,Woodside ,Apartment,1,1
 BEAUTIFUL 2 BEDROOM APARTMENT ,$204/night, 94%  ,Midtown ,Apartment,2,1
 Cozy Ground Floor Garden Apt. Across from Park ,$102/night, 55%  ,Sunset Park ,House,2,1
 Spacious Studio Apt on Upper East side ,$93/night, 47%  ,Carnegie Hill ,Apartment,1,1
 Luxury suite in the Heart of Hell's Kitchen ,$289/night, 58%  ,Midtown ,Apartment,2,1
 Brand New 3-Bedroom in Trendy L.E.S. #10296 ,$287/night, 45%  ,Vinegar Hill ,Apartment,3,2
 740 sqf 1 bedroom condo midtown east ,$173/night, 90%  ,Sutton Place ,Apartment,2,1
 Brooklyn Bedstuy Trendy Apt ,$140/night, 90%  ,Bushwick ,Apartment,3,1
 PARISIAN DESIGNER APARTMENT IN LUXURY BUILDING ,$280/night, 77%  ,Clinton ,Apartment,3,1
" Private Brand New 2 BR, Minutes from JFK & LGA ",$109/night, 67%  ,Jamaica ,House,3,1
 Serenity palace ,$116/night, 49%  ,Jamaica ,Apartment,1,1
 Garden Apartment on Prettiest Street in NYC ,$153/night, 60%  ,Washington Heights ,Apartment,1,1
 Upper West Side Apartment ,$117/night, 82%  ,Upper West Side ,Apartment,1,1
 Lofty & Sunny 2 Bedroom w/ Manhattan Skyline View ,$195/night, 79%  ,Blissville ,Apartment,3,1
 Apt Lincoln Center And Central Park! Best location ,$233/night, 78%  ,Upper West Side ,Apartment,2,1
 Comfy LGA apt in Queens ,$135/night, 52%  ,La Guardia Airport ,House,3,1
 Beautiful Studio Basement-35 minutes from the city ,$70/night, 95%  ,Jamaica ,Apartment,2,1
 baynefamilywithlove ,$117/night, 44%  ,Glendale ,Apartment,2,1
 NYC ,$110/night, N/A%  ,Chelsea ,Apartment,N/A,N/A
 Spacious 1 bedroom in Bed Stuy Brooklyn ,$103/night, 87%  ,Clinton Hill ,Apartment,1,1
 Williamsburg/Greenpoint sunny apartment with patio ,$186/night, 47%  ,Blissville ,Guest suite,2,1
 Sunnyside 2BR entire apt -minutes to Manhattan! ,$94/night, 100%  ,Woodside ,Condominium,2,1
 Spacious 2 BR. Ridgewood Apt. ,$145/night, 46%  ,Ocean Hill ,Apartment,2,1
 Entire 3 bedroom apartment in best location. ,$154/night, 77%  ,Hunters Point ,Apartment,3,1
 Private Studio in Astoria- 25 min. to Midtown ,$95/night, 87%  ,Astoria Heights ,Apartment,N/A,1
" Midtown 2Bed  1.5Bath Luxury Full Kitchen, Balcony ",$405/night, 55%  ,Sutton Place ,Apartment,3,1.5
 Maspeth Queens Apartment ,$126/night, 53%  ,Maspeth ,Apartment,3,1
 Brooklyn Historical Townhouse ,$105/night, 49%  ,Bushwick ,Apartment,3,1
 3 Bedroom Artsy Apartment. Best Deal in Brooklyn. ,$190/night, 33%  ,Greenpoint ,Apartment,4,1
" Apartment  minutes away from JFK, LGA, CitiField ",$77/night, 36%  ,Hollis ,Apartment,4,1
